날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 04월 07일,1376.37,1412.01,1495.00,1366.79,783.52K,1.45%
2020년 04월 06일,1356.68,1303.28,1363.35,1292.81,751.61K,10.24%
2020년 04월 03일,1230.68,1244.18,1279.16,1203.08,442.45K,-2.33%
2020년 04월 02일,1260.00,1270.97,1334.99,1241.22,574.03K,-0.91%
2020년 04월 01일,1271.63,1293.81,1328.34,1248.18,563.07K,-5.48%
2020년 03월 31일,1345.32,1303.01,1390.39,1296.01,771.58K,2.84%
2020년 03월 30일,1308.23,1261.27,1321.89,1216.98,600.98K,4.22%
2020년 03월 27일,1255.20,1337.50,1341.00,1253.70,701.51K,-10.73%
2020년 03월 26일,1406.00,1385.70,1421.50,1355.00,616.55K,2.94%
2020년 03월 25일,1365.80,1259.20,1446.80,1256.80,998.89K,8.44%
2020년 03월 24일,1259.50,1212.50,1275.60,1212.50,853.99K,9.31%
2020년 03월 23일,1152.24,1166.98,1226.14,1107.29,859.89K,-2.14%
2020년 03월 20일,1177.43,1216.34,1299.95,1157.41,1.15M,-1.18%
2020년 03월 19일,1191.50,1219.10,1235.00,1151.90,980.60K,-3.43%
2020년 03월 18일,1233.80,1265.00,1324.60,1165.30,933.40K,-9.83%
2020년 03월 17일,1368.30,1309.60,1370.50,1252.90,1.08M,6.09%
2020년 03월 16일,1289.70,1275.00,1411.80,1252.20,987.19K,-9.26%
2020년 03월 13일,1421.30,1336.80,1421.70,1270.90,1.15M,11.00%
2020년 03월 12일,1280.40,1297.00,1370.00,1280.00,1.28M,-11.24%
2020년 03월 11일,1442.50,1522.30,1528.50,1420.60,829.97K,-7.47%
2020년 03월 10일,1559.00,1590.00,1615.00,1499.90,742.03K,2.04%
2020년 03월 09일,1527.80,1484.00,1588.70,1476.50,770.55K,-5.23%
2020년 03월 06일,1612.10,1603.10,1684.00,1584.00,1.08M,-2.14%
2020년 03월 05일,1647.40,1663.00,1680.00,1632.60,788.78K,-4.89%
2020년 03월 04일,1732.10,1697.20,1736.90,1671.20,593.63K,2.92%
2020년 03월 03일,1683.00,1726.60,1750.00,1646.90,704.46K,-2.66%
2020년 03월 02일,1729.00,1709.80,1732.90,1651.80,869.41K,1.96%
2020년 02월 28일,1695.70,1643.60,1718.00,1634.50,977.19K,2.16%
2020년 02월 27일,1659.80,1613.00,1730.00,1592.50,1.34M,-1.10%
2020년 02월 26일,1678.20,1731.20,1742.90,1659.60,903.85K,-2.80%
2020년 02월 25일,1726.60,1803.00,1811.30,1711.00,958.36K,-3.68%
2020년 02월 24일,1792.50,1830.90,1835.50,1777.90,886.06K,-7.06%
2020년 02월 21일,1928.70,1965.00,1968.10,1922.20,358.50K,-2.14%
2020년 02월 20일,1970.90,1960.00,1987.80,1956.40,359.20K,0.12%
2020년 02월 19일,1968.50,1982.80,1990.00,1962.30,241.35K,-0.39%
2020년 02월 18일,1976.30,1972.20,1988.20,1962.00,363.54K,-0.74%
2020년 02월 14일,1991.00,1998.40,2024.90,1984.70,535.94K,1.59%
2020년 02월 13일,1959.90,1944.00,1960.90,1929.10,389.07K,-0.03%
2020년 02월 12일,1960.40,1924.00,1967.00,1911.20,473.17K,2.68%
2020년 02월 11일,1909.30,1894.50,1918.90,1892.60,408.89K,1.20%
2020년 02월 10일,1886.60,1901.70,1912.60,1883.00,470.22K,-1.20%
2020년 02월 07일,1909.60,1950.20,1960.00,1904.20,449.59K,-2.62%
2020년 02월 06일,1960.90,1958.90,1972.00,1937.00,412.05K,1.11%
2020년 02월 05일,1939.30,1898.70,1944.00,1882.70,552.47K,4.01%
2020년 02월 04일,1864.50,1857.10,1895.50,1848.20,662.66K,1.39%
2020년 02월 03일,1839.00,1838.90,1858.20,1830.10,634.61K,0.46%
2020년 01월 31일,1830.50,1865.90,1865.90,1820.40,717.93K,-2.22%
2020년 01월 30일,1872.10,1871.40,1885.50,1858.90,589.27K,-1.16%
2020년 01월 29일,1894.00,1924.00,1933.00,1890.10,445.51K,-1.23%
2020년 01월 28일,1917.50,1914.70,1937.00,1900.00,512.93K,0.45%
2020년 01월 27일,1908.90,1906.40,1917.90,1868.00,708.95K,-2.76%
2020년 01월 24일,1963.00,1998.00,2000.80,1954.70,580.57K,-1.52%
2020년 01월 23일,1993.20,1986.20,2006.40,1975.10,368.55K,-0.35%
2020년 01월 22일,2000.20,2004.30,2014.20,1992.00,357.43K,0.48%
2020년 01월 21일,1990.60,2006.00,2014.50,1963.90,711.75K,-3.12%
2020년 01월 17일,2054.70,2060.00,2064.00,2046.90,470.80K,0.00%
2020년 01월 16일,2054.80,2073.00,2073.00,2041.00,546.83K,-0.50%
2020년 01월 15일,2065.20,2073.60,2084.00,2061.40,308.97K,-0.30%
2020년 01월 14일,2071.50,2074.60,2086.00,2067.20,331.70K,-0.43%
2020년 01월 13일,2080.50,2090.25,2090.25,2073.01,255.11K,-0.31%
2020년 01월 10일,2086.90,2088.37,2094.00,2076.94,198.49K,0.13%
2020년 01월 09일,2084.29,2072.00,2090.00,2072.00,274.03K,1.04%
2020년 01월 08일,2062.90,2066.84,2088.66,2057.14,326.07K,-0.25%
2020년 01월 07일,2068.05,2047.39,2072.83,2038.54,346.69K,1.01%
2020년 01월 06일,2047.40,2050.00,2059.79,2035.00,384.04K,-0.88%
2020년 01월 03일,2065.48,2042.47,2067.69,2035.00,293.99K,-0.44%
2020년 01월 02일,2074.58,2068.40,2077.41,2053.22,310.37K,1.02%
