날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 06월 26일,77.59,82.62,83.91,77.33,8.06M,-6.20%
2020년 06월 25일,82.72,80.45,82.89,79.57,3.95M,1.82%
2020년 06월 24일,81.24,85.76,86.17,78.91,6.73M,-6.19%
2020년 06월 23일,86.60,84.46,87.00,83.74,3.11M,4.19%
2020년 06월 22일,83.12,81.57,83.17,80.33,2.80M,1.29%
2020년 06월 19일,82.06,85.69,86.26,81.80,4.97M,-2.77%
2020년 06월 18일,84.40,83.66,86.61,83.32,2.36M,-0.32%
2020년 06월 17일,84.67,85.35,86.06,83.68,3.16M,-0.74%
2020년 06월 16일,85.30,88.25,88.99,83.16,3.61M,1.22%
2020년 06월 15일,84.27,79.00,84.83,78.20,3.43M,2.12%
2020년 06월 12일,82.52,82.51,84.23,79.32,3.88M,6.16%
2020년 06월 11일,77.73,81.52,83.68,77.30,6.09M,-11.03%
2020년 06월 10일,87.37,88.85,89.75,83.86,5.76M,-1.50%
2020년 06월 09일,88.70,91.01,91.72,88.51,4.55M,-5.63%
2020년 06월 08일,93.99,95.30,97.59,92.64,4.70M,1.00%
2020년 06월 05일,93.06,94.54,95.26,91.12,6.75M,3.54%
2020년 06월 04일,89.88,89.21,91.40,87.74,3.66M,0.83%
2020년 06월 03일,89.14,86.31,89.77,86.31,6.05M,5.84%
2020년 06월 02일,84.22,83.41,84.62,82.22,3.97M,2.18%
2020년 06월 01일,82.42,79.16,83.17,78.94,3.80M,3.70%
2020년 05월 29일,79.48,78.66,80.14,76.03,6.80M,0.89%
2020년 05월 28일,78.78,81.98,81.98,78.06,6.36M,-3.47%
2020년 05월 27일,81.61,86.37,86.85,80.49,7.13M,-1.46%
2020년 05월 26일,82.82,83.35,86.30,82.15,6.86M,6.25%
2020년 05월 22일,77.95,76.96,78.74,74.81,3.48M,1.22%
2020년 05월 21일,77.01,82.55,82.73,75.15,11.95M,-3.23%
2020년 05월 20일,79.58,78.07,79.86,76.66,5.89M,4.23%
2020년 05월 19일,76.35,77.66,79.43,76.35,4.97M,-3.59%
2020년 05월 18일,79.19,71.01,80.45,71.01,12.34M,18.62%
2020년 05월 15일,66.76,63.46,67.08,62.86,2.89M,3.71%
2020년 05월 14일,64.37,60.57,64.45,58.46,3.62M,3.81%
2020년 05월 13일,62.01,64.64,64.75,60.60,4.46M,-4.59%
2020년 05월 12일,64.99,67.83,68.42,64.99,3.29M,-3.89%
2020년 05월 11일,67.62,68.53,69.38,67.44,1.98M,-2.38%
2020년 05월 08일,69.27,66.57,69.49,66.05,2.76M,4.23%
2020년 05월 07일,66.46,65.10,67.30,65.10,2.54M,3.23%
2020년 05월 06일,64.38,64.79,65.98,63.15,2.50M,0.47%
2020년 05월 05일,64.08,68.41,68.41,63.80,5.49M,-4.39%
2020년 05월 04일,67.02,65.00,67.44,62.60,3.07M,-0.40%
2020년 05월 01일,67.29,68.14,69.90,66.37,3.48M,-5.20%
2020년 04월 30일,70.98,73.74,73.98,68.92,4.57M,-5.14%
2020년 04월 29일,74.83,75.70,76.54,74.66,4.85M,4.16%
2020년 04월 28일,71.84,70.89,73.25,70.10,3.84M,3.89%
2020년 04월 27일,69.15,67.36,69.68,66.75,4.03M,3.88%
2020년 04월 24일,66.57,65.27,67.24,63.30,4.40M,5.05%
2020년 04월 23일,63.37,61.84,67.36,61.84,8.14M,3.17%
2020년 04월 22일,61.42,62.50,64.12,60.76,5.62M,7.28%
2020년 04월 21일,57.25,58.09,58.59,55.23,3.91M,-4.50%
2020년 04월 20일,59.95,61.68,63.28,59.87,4.04M,-5.17%
2020년 04월 17일,63.22,62.05,63.77,61.01,4.58M,8.59%
2020년 04월 16일,58.22,59.61,59.94,55.83,5.39M,-3.86%
2020년 04월 15일,60.56,58.65,61.18,57.29,3.81M,-1.66%
2020년 04월 14일,61.58,61.37,62.38,59.44,4.06M,4.75%
2020년 04월 13일,58.79,62.39,63.00,58.07,3.21M,-5.82%
2020년 04월 09일,62.42,64.04,66.06,61.27,5.28M,3.09%
2020년 04월 08일,60.55,58.75,61.99,57.99,5.53M,7.15%
2020년 04월 07일,56.51,59.88,61.48,54.42,6.21M,6.97%
2020년 04월 06일,52.83,52.39,53.89,51.15,5.50M,8.46%
2020년 04월 03일,48.71,48.04,48.81,46.15,3.75M,1.78%
2020년 04월 02일,47.86,51.00,54.49,46.80,4.99M,-7.96%
2020년 04월 01일,52.00,52.86,53.69,50.28,4.74M,-7.59%
2020년 03월 31일,56.27,56.33,61.34,55.26,4.77M,-0.21%
2020년 03월 30일,56.39,60.01,60.03,54.13,5.85M,-6.06%
2020년 03월 27일,60.03,61.77,61.89,57.79,4.99M,-6.80%
2020년 03월 26일,64.41,65.20,66.15,60.95,5.25M,-2.25%
2020년 03월 25일,65.89,62.14,70.53,59.10,5.87M,10.78%
2020년 03월 24일,59.48,54.34,61.91,53.88,4.98M,16.97%
2020년 03월 23일,50.85,49.20,54.46,46.29,6.60M,4.20%
2020년 03월 20일,48.80,50.40,56.88,45.48,7.31M,0.76%
2020년 03월 19일,48.43,44.92,52.72,43.01,8.41M,6.09%
2020년 03월 18일,45.65,47.06,48.00,40.77,7.37M,-15.65%
2020년 03월 17일,54.12,54.27,57.99,49.63,7.69M,-1.06%
2020년 03월 16일,54.70,60.00,63.97,53.52,5.74M,-21.44%
2020년 03월 13일,69.63,68.60,69.98,58.56,9.20M,7.06%
2020년 03월 12일,65.04,65.99,71.31,64.30,6.50M,-15.17%
2020년 03월 11일,76.67,83.24,83.64,75.56,6.36M,-10.78%
2020년 03월 10일,85.93,88.47,89.99,82.00,3.95M,-0.43%
2020년 03월 09일,86.30,84.40,87.50,82.00,4.36M,-6.04%
2020년 03월 06일,91.85,88.26,92.94,87.99,4.77M,0.37%
2020년 03월 05일,91.51,94.29,94.49,90.60,4.45M,-5.80%
2020년 03월 04일,97.14,96.22,97.20,93.01,3.95M,2.05%
2020년 03월 03일,95.19,96.47,98.98,93.69,3.38M,-1.59%
2020년 03월 02일,96.73,97.72,98.17,93.79,4.85M,-1.92%
2020년 02월 28일,98.62,95.83,99.78,95.24,5.33M,-0.09%
2020년 02월 27일,98.71,98.57,103.90,94.62,6.15M,-2.45%
2020년 02월 26일,101.19,109.40,109.70,100.61,5.08M,-7.09%
2020년 02월 25일,108.91,113.79,114.09,107.61,3.45M,-3.03%
2020년 02월 24일,112.31,113.17,114.44,110.57,4.56M,-6.50%
2020년 02월 21일,120.12,120.50,121.64,119.91,2.06M,-1.27%
2020년 02월 20일,121.66,121.20,123.75,121.12,2.18M,-0.18%
2020년 02월 19일,121.88,120.98,122.81,119.29,3.22M,0.64%
2020년 02월 18일,121.10,122.07,124.57,120.92,3.22M,-1.38%
2020년 02월 14일,122.80,124.05,124.74,120.02,10.38M,11.04%
2020년 02월 13일,110.59,110.00,111.97,110.00,3.73M,-0.34%
2020년 02월 12일,110.97,109.82,111.07,109.60,2.66M,1.62%
2020년 02월 11일,109.20,109.29,110.06,108.34,2.07M,0.45%
2020년 02월 10일,108.71,109.66,109.82,108.19,2.04M,-1.25%
2020년 02월 07일,110.09,111.45,111.53,109.80,1.80M,-1.49%
2020년 02월 06일,111.75,111.41,112.23,110.79,1.23M,0.59%
2020년 02월 05일,111.10,111.78,111.96,109.76,1.24M,0.40%
2020년 02월 04일,110.66,109.03,111.34,108.80,1.83M,2.65%
2020년 02월 03일,107.80,108.96,110.05,107.38,2.97M,-0.60%
2020년 01월 31일,108.45,109.08,109.36,107.04,3.28M,-0.60%
2020년 01월 30일,109.10,106.57,109.23,106.28,2.08M,-0.41%
2020년 01월 29일,109.55,109.32,110.20,108.36,1.24M,0.40%
2020년 01월 28일,109.11,109.57,110.40,109.00,1.67M,0.03%
2020년 01월 27일,109.08,106.89,109.89,106.89,2.04M,-2.73%
2020년 01월 24일,112.14,114.12,114.28,111.73,1.69M,-1.40%
2020년 01월 23일,113.73,109.46,114.09,109.25,3.23M,3.36%
2020년 01월 22일,110.03,110.71,111.87,109.88,1.58M,-0.13%
2020년 01월 21일,110.17,110.72,110.97,108.81,3.22M,-1.48%
2020년 01월 17일,111.82,112.19,112.56,110.97,1.80M,0.07%
2020년 01월 16일,111.74,111.10,112.16,110.64,1.65M,0.90%
2020년 01월 15일,110.74,110.56,111.34,110.33,2.08M,0.30%
2020년 01월 14일,110.41,110.42,110.80,109.58,1.16M,-0.16%
2020년 01월 13일,110.59,111.25,111.37,110.05,1.54M,-0.09%
2020년 01월 10일,110.69,109.85,111.05,109.42,1.78M,0.85%
2020년 01월 09일,109.76,109.12,110.07,108.85,1.75M,1.05%
2020년 01월 08일,108.62,110.20,110.98,108.06,1.99M,-1.27%
2020년 01월 07일,110.02,108.68,110.30,108.50,1.82M,1.18%
2020년 01월 06일,108.74,108.16,109.07,107.80,2.22M,-0.36%
2020년 01월 03일,109.13,109.59,110.44,108.35,2.03M,-1.67%
2020년 01월 02일,110.98,108.87,111.15,108.78,3.48M,2.63%
