,hotel,star,review,date,date
2464,홍대 나인브릭 호텔,4,편히쉬고 음악도 잘듣고. 왔어요,2021. 01. 16,2021. 01. 16
2465,홍대 나인브릭 호텔,4,깔끔하고 좋았습니다,2021. 01. 16,2021. 01. 16
2466,홍대 나인브릭 호텔,4,근처에 마트가있어 아주 편해요,2021. 01. 16,2021. 01. 16
2467,홍대 나인브릭 호텔,5,예쁘고 넘좋았어요,2021. 01. 15,2021. 01. 15
2468,홍대 나인브릭 호텔,4,위치도 좋고 방도 깨끗해서 잘 묵고 갑니당,2021. 01. 15,2021. 01. 15
2469,홍대 나인브릭 호텔,4,전반적으로 좋은 모텔입니다,2021. 01. 15,2021. 01. 15
2470,홍대 나인브릭 호텔,5,감사합니다,2021. 01. 15,2021. 01. 15
2471,홍대 나인브릭 호텔,5,"넘조아욘 분위기도 좋고 그레이 방 받고싶엇는데 전 퍼플 방이었네용! 가격도 그렇게 안비싸고 너어어무 따뜻했습니다 진짜 더울정도로 따뜻했어요! 환기로 창문 열어놓고 잤는데도 따뜻했어요.. ㅋㅋㅋㅋㅋㅋ 방도 넓어서 네명까지도 앉아서 놀 수 있겠더라구용 애인이랑 오기 좋은거같아요! 체크인할 때 보니까 저만 혼자더라구요,,, 🥺😭 위치도 좋구 가격도 좋구 좋네용",2021. 01. 14,2021. 01. 14
2472,홍대 나인브릭 호텔,5,좋아ㅛ어요!!,2021. 01. 14,2021. 01. 14
2473,홍대 나인브릭 호텔,5,상당히 좋았습니다,2021. 01. 14,2021. 01. 14
2474,홍대 나인브릭 호텔,5,ㅇㅇㅇㅇㅇ,2021. 01. 14,2021. 01. 14
2475,홍대 나인브릭 호텔,4,예쁘고 청결하고 매우 만족합니다,2021. 01. 14,2021. 01. 14
2476,홍대 나인브릭 호텔,5,뷰는 생각보다 이쁘지 않았지만 내부는 깔끔하고 친절해서 좋았어요~ 위치도 적절하고 맛도 있었어요ㅎㅎㅎ 아 세수를 하려는데 폼클렌징이 없어서 아쉬웠어요 ㅠ,2021. 01. 13,2021. 01. 13
2477,홍대 나인브릭 호텔,5,호캉스 하러 갔는데 방이 생각보다 넓고 블루트스 스피커가 너무 좋았어요 ! 깔끔하고 침대도 너무 편했습니다 🙊✨,2021. 01. 13,2021. 01. 13
2478,홍대 나인브릭 호텔,1,하일단화가나네요 호텔모텔등한두번다녀본것도아니고지금패키지라서그러는건지모르겠는데월래앙스모어인가조식이랑레스토랑운영하는게직원교육안시키시나요?요리하는직원이한명이면아까프론트관리자직원도조식운영하는데있으셨고저랑일행분먼저들어온것도아시면요리직원분께저기먼저라던지할수있잖아요아니우리보다늦게들어온사람먼저주고30분40분넘게그냥앉아있는데정말프론트에앉아있지말고요리직원이없으면 서빙을하던 통제를시키던해야지프론트에앉아서는뭐하는건지이아침에프론트에일이많으신가요?두명이던데?하내가조식하나먹고40분넘게기다리자고여기예약하다니..직원관리를똑바로하던지조식을없애던지패키지를만들지말던지하세요레스토랑운영하면서이런식으로하는건아닌거같네요 그리고 이럴거면그녕 룸서비스로조식하세요 몇명이상만조식룸서비스라고하지말고 다신여기오기싫네요 다른분들도 여기오실거면조식은거르시는게좋겠어요더보기,2021. 01. 11,2021. 01. 11
2479,홍대 나인브릭 호텔,5,아주좋았어요,2021. 01. 10,2021. 01. 10
2480,홍대 나인브릭 호텔,5,"조식도 맛있고 가성비 좋아요
객실도 예뻐요 ㅎㅎ 
직원도 친절해용",2021. 01. 09,2021. 01. 09
2481,홍대 나인브릭 호텔,5,최고입니다,2021. 01. 09,2021. 01. 09
2482,홍대 나인브릭 호텔,5,확실히 비싼 호텔이라 시설이 좋기는 하네요 ㅎㅎ,2021. 01. 08,2021. 01. 08
2483,홍대 나인브릭 호텔,3,음... 조식도 괜찮았지만 침대보에 구멍이있었어요ㅜ 다른건 다좋습니다~!,2021. 01. 07,2021. 01. 07
2484,홍대 나인브릭 호텔,4,ㅎㅎㅎㅎㅎ,2021. 01. 07,2021. 01. 07
2485,홍대 나인브릭 호텔,5,기타 서비스가 캐블릿피시로 주문가능해서 편리했어요. 깨끗하고 가격대비 정말 만족스러웠습니다!,2021. 01. 06,2021. 01. 06
2486,홍대 나인브릭 호텔,5,그냥다 좋았어요~~여자친구랑 같이 있어서 좋은추억 감사합니다,2021. 01. 06,2021. 01. 06
2487,홍대 나인브릭 호텔,5,항상 좋아요,2021. 01. 04,2021. 01. 04
2488,홍대 나인브릭 호텔,5,요새 며칠마다 이용하는데 깔끔하고 좋아요,2021. 01. 04,2021. 01. 04
2489,홍대 나인브릭 호텔,5,어플에 있는 사진이랑 다른 방이라서 좀 아쉬웠는데 방아 너무 깨끗하고 냄새도 하ㅏㅏㅏ나도 안나서 만족하고 잘 썼어요 엘베 바로 앞방이라서 꺼려졌는데 걱정이 무색하게 소음 안들렸어요 잘쉬고 가요,2021. 01. 03,2021. 01. 03
2490,홍대 나인브릭 호텔,5,마스크를 쓰셨음에도 불구하고 불쾌한 표정이 역력하시네요~데스크 그분 빼곤 완벽한 숙소죠,2021. 01. 02,2021. 01. 02
2491,홍대 나인브릭 호텔,5,"연말파티 장소로 너무 좋았어요
직원분들도 친절하고 호텔도 깨끗하고 추워서 스파 이용은 안 되지만 여자분들 사진찍고 놀기 너무 좋고 예뻐요
날씨 풀리면 스파까지 이용하고 싶어서 또 가려구요 가격대비 너무 좋아요~",2021. 01. 02,2021. 01. 02
2492,홍대 나인브릭 호텔,5,시설은 다 좋은데 좋은 시설인만큼 돈도 그만큼 비싼건 당연하지만 손님이 시설에 불편을 느꼈으면 그것에 대한 변명이 아닌 최대한 빠르게 수습할수 있는 서비스가 조금 필요해보임^^,2021. 01. 02,2021. 01. 02
2493,홍대 나인브릭 호텔,4,"깨끗하고 좋아요~
다만연휴라 룸서비스를 못먹었네요ㅠㅠ",2021. 01. 02,2021. 01. 02
2494,홍대 나인브릭 호텔,5,좋았습니다 ㅎㅎ,2021. 01. 01,2021. 01. 01
2495,홍대 나인브릭 호텔,5,다음에 또 이용할거같아요,2020. 12. 31,2020. 12. 31
2496,홍대 나인브릭 호텔,5,깔끔합니다,2020. 12. 30,2020. 12. 30
2497,홍대 나인브릭 호텔,5,빈티지한 분위기가 너무 좋았습니다 추천합니다~,2020. 12. 29,2020. 12. 29
2498,홍대 나인브릭 호텔,5,2번째인데 깔끔하네요,2020. 12. 27,2020. 12. 27
2499,홍대 나인브릭 호텔,5,정말 최고에요.친절하시고 시설도 고급스러우면서 깔끔해서 잘놀다갑니다,2020. 12. 27,2020. 12. 27
2500,홍대 나인브릭 호텔,4,조식도 너무 맛있고 생각보다 방도 넓고 스피커도 돼서 좋았는데 티비 채널이 좀 아쉬워요 ㅋㅅㅋ,2020. 12. 27,2020. 12. 27
2501,홍대 나인브릭 호텔,5,위치 만족해요 객실도 따뜻하고 좋았습니다,2020. 12. 26,2020. 12. 26
2502,홍대 나인브릭 호텔,5,자주이용하는곳이예요~아주좋았습니다ㅎㅎ,2020. 12. 26,2020. 12. 26
2503,홍대 나인브릭 호텔,5,스피커 정말 좋았어요~~,2020. 12. 26,2020. 12. 26
2504,홍대 나인브릭 호텔,5,엄청 좋았습니다〰️,2020. 12. 26,2020. 12. 26
2505,홍대 나인브릭 호텔,5,이쁘고 깨끗하고 가격괜찮고 위치좋고!! 만족쓰에욥,2020. 12. 26,2020. 12. 26
2506,홍대 나인브릭 호텔,5,깔끔하고 넘 좋아요,2020. 12. 25,2020. 12. 25
2507,홍대 나인브릭 호텔,5,자주가는곳이에요 좋습니다 ㅎㅎ,2020. 12. 22,2020. 12. 22
2508,홍대 나인브릭 호텔,5,방 제일 좋은 곳으로 예약했었는데 꽤 크고 좋았습니다  스피커도 엄청 좋은 걸로 있고 티비도 앞뒤로 두개있어서 호화로웠어요 다만 냉동실이 없던건지 못 찾은건지 그래서 그냥 베란다에다 술 놔뒀어요..!,2020. 12. 20,2020. 12. 20
2509,홍대 나인브릭 호텔,4,"방은 생각보다 작았고
벽이랑 창문에 남아있는 테이프자국이 너무 많아 좀 지저분해보여 아쉬웠어요
나머진 다 괜찮았어요
특히 야외테라스는 너무 예뻤어요 날풀렸을 때 가면 좋을 것 같아요
직원분들도 엄청 친절하셔서 기분좋게 이용하고왔습니다더보기",2020. 12. 20,2020. 12. 20
2510,홍대 나인브릭 호텔,4,넷플릭스 티빙 돼서 좋아요,2020. 12. 19,2020. 12. 19
2511,홍대 나인브릭 호텔,5,단체 혼숙이 안된다고 하여 아쉬웠지만 좋은 경험이었어요:),2020. 12. 18,2020. 12. 18
2512,홍대 나인브릭 호텔,5,아주 좋아요,2020. 12. 18,2020. 12. 18
2513,홍대 나인브릭 호텔,5,너무 깨끗하고 좋어요,2020. 12. 18,2020. 12. 18
2514,홍대 나인브릭 호텔,5,좋아요 가성비 위치 개굿 ㅎ ㅎ 객실도 낫베드,2020. 12. 16,2020. 12. 16
2515,홍대 나인브릭 호텔,5,깨끗하고 따뜻하고 침대도 넓고 좋았어요^^,2020. 12. 16,2020. 12. 16
2516,홍대 나인브릭 호텔,3,"룸에서 나는 방향제인지..물찌린내인지...
너무 독해서 곤욕이었습니다..",2020. 12. 16,2020. 12. 16
2517,홍대 나인브릭 호텔,1,"펜트하우스 갔는데, 동절기라 야외 목욕 쓰지도 못하고 관련돈 대처도 안해줬습니다. 호텔이 아니라 모텔수준이예요",2020. 12. 15,2020. 12. 15
2518,홍대 나인브릭 호텔,5,따뜻하구 좋아요,2020. 12. 15,2020. 12. 15
2519,홍대 나인브릭 호텔,5,"처음 방문했는데 객실 이용이 너무나 만족스러웠습니다
룸서비스가 안내되어있는 시각보다 일찍 종료된게 아쉬웠습니다",2020. 12. 14,2020. 12. 14
2520,홍대 나인브릭 호텔,3,3성급이라그런지 안에서 담배냄새도 많이나고 생각보다 그냥 그랬어요. 그래도 서비스는 친절하고 조식도 엄청 맛있었습니다~~ 수건에 뭐 묻어있어서 다시 갖다달라했는데 그 수건에도 뭐가 묻어있었고.... 분명 디럭스로 예약했는데 스탠다드룸을 줘서 정말 최악이였습니디.,2020. 12. 14,2020. 12. 14
2521,홍대 나인브릭 호텔,5,위치시설모두좋았습니다,2020. 12. 14,2020. 12. 14
2522,홍대 나인브릭 호텔,5,"쾅쾅 닫히는 문이 아니었는데도 그런 소음이 좀 있어서 불편했어요 아무래도 호텔 식으로 신발장이 없다 보니 좀 청결하지 않으려나 싶었는데 전체적으로 깔끔한 편이었습니다~ 너무 더웠지만, 그래도 재방문 의사는 있어요! 잘 쉬다가 갑니다 :)",2020. 12. 14,2020. 12. 14
2523,홍대 나인브릭 호텔,5,너무 조아요,2020. 12. 13,2020. 12. 13
2524,홍대 나인브릭 호텔,5,또 가고 싶어요,2020. 12. 13,2020. 12. 13
2525,홍대 나인브릭 호텔,5,창도 크고 엄청 예뻤습니다ㅏ,2020. 12. 13,2020. 12. 13
2526,홍대 나인브릭 호텔,5,만족합니디,2020. 12. 11,2020. 12. 11
2527,홍대 나인브릭 호텔,4,깨끗하고 친절하고 좋았어요,2020. 12. 10,2020. 12. 10
2528,홍대 나인브릭 호텔,5,나인브릭은 후회하지않는선택인거같아오,2020. 12. 09,2020. 12. 09
2529,홍대 나인브릭 호텔,5,꽤나 친절하였지만 배달이 위에까지 못올라오는 단점이 있네용,2020. 12. 09,2020. 12. 09
2530,홍대 나인브릭 호텔,5,"좋았습니다 안내도 친절하셨고 체크인 시간보다 이르게 갔음에도 객실이 준비되어있다고 바로 안내받을 수 있었습니다. 객실 상태는 정말 좋았고 아늑했습니다 방은 춥지도 덥지도 않은 적당한 온도를 유지하고 있었습니다 
다음에 신촌에 또 머물러야한다면 여기서 머물러야겠네요

** 특히 이 호텔 근처 텐동집 ㅜㅜㅜ 너무 맛있어요 ㅜㅜㅜ 저녁은 옆 bhc에서 아침은 텐동을 먹었는데 다 맛있었네요 ㅜㅜ 강추합니다더보기",2020. 12. 08,2020. 12. 08
2531,홍대 나인브릭 호텔,5,홍대서 가깝고 깔끔해서 좋아요.,2020. 12. 08,2020. 12. 08
2532,홍대 나인브릭 호텔,5,문열고 들어가면 신발장 따로 없이 바로 실내여서 좀 당황 했어요ㅋㅋㅋ 아무리 실내화 있다고 해도 뭔가 원룸마냥 침대앞에 출입문이 있으니까.. 호텔이나 뭔가 공간분리가 안되어 있어서 아쉬웠어요 그리고 바로앞에 문이 있다보니 복도 방음이 잘안되더라구요 그거빼고는 방분위기나 시설들은 깔끔하고 마음에 들었어요~ 아침에는 차소리때문에 조금 시끄럽기는 했었습니다! 다음엔 룸 업그레이드해서 방문해볼려구요~,2020. 12. 07,2020. 12. 07
2533,홍대 나인브릭 호텔,5,깔끔하고 좋았어요,2020. 12. 07,2020. 12. 07
2534,홍대 나인브릭 호텔,5,침대 크기가 좀 작았던거말곤 완벽했어요,2020. 12. 07,2020. 12. 07
2535,홍대 나인브릭 호텔,5,너무 편하게 놀다가 갔어요,2020. 12. 07,2020. 12. 07
2536,홍대 나인브릭 호텔,5,친절하시고 접근성도 좋습니다.,2020. 12. 05,2020. 12. 05
2537,홍대 나인브릭 호텔,5,깨끗하고 친절하십니다,2020. 12. 05,2020. 12. 05
2538,홍대 나인브릭 호텔,5,재미있었어요,2020. 12. 05,2020. 12. 05
2539,홍대 나인브릭 호텔,5,깔끔하고 좋았습니다.,2020. 12. 05,2020. 12. 05
2540,홍대 나인브릭 호텔,5,깨끗하고 크고 움서비스도 잘되어있습니다,2020. 12. 05,2020. 12. 05
2541,홍대 나인브릭 호텔,5,"9번 출구랑도 가깝고 바로 앞에 마트랑 편의점 있어서 좋아요 일찍 가서 짐 맡겨놓을 수도 있어용
객실 진짜 예쁨 c타임 이용했는데 욕조 생각보다 컸어요!!",2020. 12. 04,2020. 12. 04
2542,홍대 나인브릭 호텔,5,"인테리어 너무 예쁘고 침구깨끗하구요 가운과 수건깔끔해요.
세면도구 좋구요.
티비채널은 호텔답게나오고요.
신발을 신고 들어가는 분위기라 바닥이좀 비위생적이었어요",2020. 12. 04,2020. 12. 04
2543,홍대 나인브릭 호텔,5,"생각보다 좁긴했지만 너무 깔끔했고, 조식이 끝내줬습니다!",2020. 12. 03,2020. 12. 03
2544,홍대 나인브릭 호텔,4,직원분들이 친절하시고 청결상태도 매우 만족스러웠습니다 신발을 벗고 들어가는게 아니라 좀 당황했지만 괜찮았어요 전망도 좋고 홍대 근처라 접근성도 좋았습니다 무엇보다 블루투스 스피커 이거 완전 잘썼습니다,2020. 12. 03,2020. 12. 03
2545,홍대 나인브릭 호텔,4,자주 가는 곳이라 항상 애용해용 조식 먹고 싶어요 ㅠㅠ,2020. 12. 03,2020. 12. 03
2546,홍대 나인브릭 호텔,5,항상 만족스럽게 쉬구갑니다,2020. 12. 03,2020. 12. 03
2547,홍대 나인브릭 호텔,1,"호텔아니라 저가모텔수준의 서비스
9시20분 소리지르면서 블루투스스피커 키고10분동안 뜀 
(티비소리랑 비슷할정도로 시끄러움)
프론트전화했는데 전화기이상해서 아예 올라오심 
소리듣고 찾아보겠다하고 가시고 9시40분 소리줄어들고 발로 쾅쾅대고 문쾅쾅닫음 
(누가봐도 일부러이상의 소리일정도로 연속쾅쾅3번닫음)
9시50분경 볼링공정도의떨어짐쿵소리랑 소리지름
프론트전화하니까 나보고화내지말라함 화안내고 한숨쉬면서말함 그러더니 나보고 옮기라함 짐다풀고 자려는사람이 옮기라는게 더웃긴데, 나중에는 위에사람옮기게 해준다함 
(당연한건아니지만 이미 자려는사람과 방금들어와서 소리지른사람이랑 누가 이상한지 모르는거같음. 
그리고 위층 9시30분체크인했다는데 내가 들어오자마자 소리지르면서 노래소리켜진게 20분이라서 20분부터라니까 아.맞아요 제가 재촉한거처럼 말함)
10시 5분경 지금도 여전히 위층은 쿵쿵됨더보기",2020. 12. 02,2020. 12. 02
2548,홍대 나인브릭 호텔,5,역시좋아여,2020. 12. 01,2020. 12. 01
2549,홍대 나인브릭 호텔,5,갈때마다 친절하시고 좋았습니자,2020. 12. 01,2020. 12. 01
2550,홍대 나인브릭 호텔,5,친절하시고 잘쉬다갑니다~~,2020. 12. 01,2020. 12. 01
2551,홍대 나인브릭 호텔,5,너무 좋아용,2020. 12. 01,2020. 12. 01
2552,홍대 나인브릭 호텔,5,괜찮았어요~~,2020. 11. 30,2020. 11. 30
2553,홍대 나인브릭 호텔,5,"너무 좋아서 연박 했어용!!! 내일도 묵을지 고민중😂
짱짱",2020. 11. 29,2020. 11. 29
2554,홍대 나인브릭 호텔,5,홍대에서 잘땐항상여기서 잡니다,2020. 11. 29,2020. 11. 29
2555,홍대 나인브릭 호텔,5,너무 좋아연,2020. 11. 28,2020. 11. 28
2556,홍대 나인브릭 호텔,5,깔끔하니 좋았어요~ :),2020. 11. 28,2020. 11. 28
2557,홍대 나인브릭 호텔,5,편안하고 좋아요,2020. 11. 27,2020. 11. 27
2558,홍대 나인브릭 호텔,5,깔끔 친절 짐 맡길 수 잇음,2020. 11. 27,2020. 11. 27
2559,홍대 나인브릭 호텔,5,"객실이 깔끔하고 예뻐요.
침구도 너무 퐁신퐁신하고 부드럽고 따뜻 !
화장실과 샤워부스가 나뉘어 있는점도 맘에 들었어요.
넷플릭스 연결해서 영화보기에도 좋았고,
와인 패키지를 이용했는데 와인잔과 견과류도 원하는 시간에 직접 올려주셔서 편했습니다.
직원분들도 모두 친절하셔서 더없이 좋은 힐링이었어요 :)더보기",2020. 11. 27,2020. 11. 27
2560,홍대 나인브릭 호텔,4,바로옆에 편의점도 있고 너무 숙박시설같은 가벼운 느낌은 안들어서 가격대비 괜찮아요 가끔 청결은 지져분할때도 있지만,2020. 11. 26,2020. 11. 26
2561,홍대 나인브릭 호텔,5,자주 이용하는데 괜찮아요,2020. 11. 26,2020. 11. 26
2562,홍대 나인브릭 호텔,5,시설이너무 좋고 친절해요,2020. 11. 26,2020. 11. 26
2563,홍대 나인브릭 호텔,5,친절하시고  방이 깨끗하서 좋았습니다,2020. 11. 26,2020. 11. 26
2564,홍대 나인브릭 호텔,5,깨끗해서 좋아연,2020. 11. 25,2020. 11. 25
2565,홍대 나인브릭 호텔,5,굳이 기념일이 아니더라도 다음에 꼭 오고싶은 곳,2020. 11. 25,2020. 11. 25
2566,홍대 나인브릭 호텔,5,"조식 맛있었어요 배불러서 다 먹지는 못했지만 ㅠ_ㅠ
뷰도 날씨가 좋아서 그런가 ㅎㅎ 예뻐 보이고
전체적으로 깔끔하고 인테리어덕에 분위기도 좋았어요 :)",2020. 11. 25,2020. 11. 25
2567,홍대 나인브릭 호텔,5,엄청 좋았습니다! 다음에 또 홍대가면 예약하러구요,2020. 11. 25,2020. 11. 25
2568,홍대 나인브릭 호텔,3,홍입과 합정의 중간거리.. 완전 애매 ㅠ그리고 도로에 있어서 그런지 차 소음이 심한 편입니다. 티비 화질도 구림ㅜㅜ,2020. 11. 24,2020. 11. 24
2569,홍대 나인브릭 호텔,4,"기대했던 것 만큼은 아니였으나..평균이다!
걍 무난....",2020. 11. 24,2020. 11. 24
2570,홍대 나인브릭 호텔,5,두 번째 간 건데 역시 깨끗하고 친절하시고 좋았습니다 방도 바로 바꿔주시고 룸서비스로 시킨 하이볼도 맛있었어요 다음에 또 들리겠습니다~!,2020. 11. 24,2020. 11. 24
2571,홍대 나인브릭 호텔,3,"위치는 정말 좋아요. 역에서 얼마 안 멀고 가깝구요. 숙소 시설이랑 청결 상태는 괜찮았으나 창문이 방음이 잘 안되서 밖에 도로 차소리가 좀 거슬리더라구요.
그리고 몇 호실인지 기억이 안나지만 화장실 전등스위치가 고장 났는지 작동을 안했어요. 수리해야 될거 같아요. 그거 빼고는 수건도 넉넉하게 주고 물도 무료로 한번 더 갖다줘서 서비스 좋았구요. 룸서비스가 있어서 호캉스 보내기 좋을거 같아 나중에 한번 더 올까 싶어요. 공간도 넓직해서 좋았어요.더보기",2020. 11. 23,2020. 11. 23
2572,홍대 나인브릭 호텔,5,"홍대에서 가까이있고 인근 호텔 중 가장 좋았던 느낌입니다.
시설 내외부 모두 청결하고 위치가 진짜 좋습니다.
가격대비로 봤을때 너무 좋은 환경이었습니다.",2020. 11. 23,2020. 11. 23
2573,홍대 나인브릭 호텔,4,좋았습니다~,2020. 11. 22,2020. 11. 22
2574,홍대 나인브릭 호텔,4,항상 좋습니다,2020. 11. 22,2020. 11. 22
2575,홍대 나인브릭 호텔,5,깨끗하고 분위기 좋아용,2020. 11. 20,2020. 11. 20
2576,홍대 나인브릭 호텔,3,호텔은 좋았지만 물내려가는 소리가 커서 조금 그랬어여,2020. 11. 20,2020. 11. 20
2577,홍대 나인브릭 호텔,5,너무좋았습니다,2020. 11. 19,2020. 11. 19
2578,홍대 나인브릭 호텔,5,시내랑가깝고 좋앗어요,2020. 11. 19,2020. 11. 19
2579,홍대 나인브릭 호텔,5,좋았어요 ㅎㅎㅎ,2020. 11. 18,2020. 11. 18
2580,홍대 나인브릭 호텔,5,직원분 너무친절하시고 요구사항을 잘들어주시네요,2020. 11. 17,2020. 11. 17
2581,홍대 나인브릭 호텔,4,숙박대전으로 할인 받아서 기분 좋게 잘 이용하고 왔습니다 접근성은 굉장히 좋아요 방 내부 디자인도 예쁘고 크기도 괜찮았어요 샤워실 턱이 낮아서 샤워할때 물이 세면대 쪽으로 많이 새는게 좀 불편했어요 그래도 블루투스 스피커도 이용하고 만족스러웠습니다 주차는 기계식 주차입니다,2020. 11. 17,2020. 11. 17
2582,홍대 나인브릭 호텔,5,또갈거에요,2020. 11. 17,2020. 11. 17
2583,홍대 나인브릭 호텔,4,주니어 펜트하우스를 예약했는데 약간의 노후화는 있었지만 전체적으로 분위기랑 공간이 굉장히 맘에 들었어요! 이것이 돈의 맛..! 아직 동파 걱정이 없는 따뜻한(?) 날이라 야외 스파도 재미있게 하고 왔습니다💕,2020. 11. 17,2020. 11. 17
2584,홍대 나인브릭 호텔,5,역시 최고입니다.,2020. 11. 17,2020. 11. 17
2585,홍대 나인브릭 호텔,5,깔끔하고 좋았어요,2020. 11. 16,2020. 11. 16
2586,홍대 나인브릭 호텔,5,방이 너무이뻐요 !! 진짜잘쉬었습니다,2020. 11. 16,2020. 11. 16
2587,홍대 나인브릭 호텔,5,깔끔하고 좋습니다!!,2020. 11. 15,2020. 11. 15
2588,홍대 나인브릭 호텔,5,최고에연 히히,2020. 11. 14,2020. 11. 14
2589,홍대 나인브릭 호텔,4,홍대에서 이렇게 훌륭한 공간을 경험할 수 있어서 너무나 좋았습니다! ^_^,2020. 11. 14,2020. 11. 14
2590,홍대 나인브릭 호텔,5,"일찍 체크인 도와주시고 친절하셨어요.
욕조 한번 헹구고 쓰긴 했는데 깨끗했고
침대 이불 너무 푹신,,,
다음에 또 올게용",2020. 11. 14,2020. 11. 14
2591,홍대 나인브릭 호텔,5,좋은 시설을 갖추고 있어요. 이벤트를 위해 예약했는데 최고의 시설이었습니다. 가격도 합리적이에요,2020. 11. 13,2020. 11. 13
2592,홍대 나인브릭 호텔,4,방음이 좀 아쉬워요,2020. 11. 12,2020. 11. 12
2593,홍대 나인브릭 호텔,5,좋았어요~~!,2020. 11. 11,2020. 11. 11
2594,홍대 나인브릭 호텔,5,좋았습니다.,2020. 11. 11,2020. 11. 11
2595,홍대 나인브릭 호텔,5,"디럭스 썸머나잇 PKG 이용했어요. 사진보다 훨씬 우아하고 창밖으로 보이는 홍대 시내경치가 꽤 괜찮았어요. 화장실이 다소 좁았지만, 샤워실과 별도로 분리되어있어서 좋았어요. 참 조식은 코로나로인해 뷔페가 아닌 한식, 양식 단품으로 제공이 되어요. 저희는 둘다 양식 먹었어요. 다음에 또 이용하려구요.",2020. 11. 11,2020. 11. 11
2596,홍대 나인브릭 호텔,5,깔끔하고 좋아요,2020. 11. 11,2020. 11. 11
2597,홍대 나인브릭 호텔,5,객실도 유니크하고 이뻐서 잘 머물다 갑니다 !̤̻ 조식이 양식아니면 한식 선택이었는데 한식이 안돼서 조금 아쉬웠어요ㅠ 그래도 맛있게 잘 먹고 쉬다가 갑니다,2020. 11. 10,2020. 11. 10
2598,홍대 나인브릭 호텔,2,욕실에서 밖으로 물이샙니다. 테이블이있긴하지만 간단한식사를 하기에도불편합니다. 샤워가운도너무불편하고 화장실휴지통도안비워져있었네요.,2020. 11. 10,2020. 11. 10
2599,홍대 나인브릭 호텔,5,괜찮아요 ㅎ,2020. 11. 10,2020. 11. 10
2600,홍대 나인브릭 호텔,5,디럭스 더블 스피커와 욕조가 너무 좋았어요.,2020. 11. 10,2020. 11. 10
2601,홍대 나인브릭 호텔,5,친절하시고 방도 깔끔해서 좋아요!,2020. 11. 09,2020. 11. 09
2602,홍대 나인브릭 호텔,1,"숙박대전 할인 받아서 온게 그나마 다행.
사진으로 보는것보다 좁고 외풍 때문에 춥고
바깥소음 떠드는 소리 다 들어오고 
냉장고에 기본적인 생수도 없고 (말해서 가져다줌)
남직원은 문열리니까 그냥 생수 얼굴에 들이밀고 죄송하다는
말한마디 없고 말도 없이 휙 돌아서고 그래 이해합니다.. 짜증났겠지 근데 물없는데 고객 입장에서 어쩌란겁니까? 여기까진 실수라고 이해해요. 
레이트체크아웃 오후 1시로 갔는데 아침에 자고 있는데 벨눌러서 깨워서 생수 가져왔다 하네요. 진짜 최악입니다. 괴롭히십니까? 진짜 여인숙 수준도 안되는 서비스에 혀를 내두르게 되네요.
(서로 소통이 안되시나 봅니다)더보기",2020. 11. 09,2020. 11. 09
2603,홍대 나인브릭 호텔,5,요번에도 잘 쉬었다 갑니다.,2020. 11. 09,2020. 11. 09
2604,홍대 나인브릭 호텔,5,깨끗하고 좋았어요!,2020. 11. 09,2020. 11. 09
2605,홍대 나인브릭 호텔,5,"조망,와인,조식 좋네요",2020. 11. 09,2020. 11. 09
2606,홍대 나인브릭 호텔,4,좋긴한대 일단 위치가 애매해요,2020. 11. 09,2020. 11. 09
2607,홍대 나인브릭 호텔,5,깔끔하고 좋았어요,2020. 11. 08,2020. 11. 08
2608,홍대 나인브릭 호텔,5,"디럭스 패키지로 묵었습니다~ 너무 좋네요
분위기가 마치 해리포터 같은 느낌
고층에 묵었는데 뷰도 너무 좋아요
호텔중 제일 예쁜거같아요.. 룸서비스 시켰는데 너무맛있고 조식도 좋았어요
특히 객실에 있는 블루투스 스피커가 아주 좋더라구요
잘 묵다 갑니다
욕조는 전반적으로 깨끗하긴한데 조금 더 신경쓰시면 좋을거같아요~더보기",2020. 11. 08,2020. 11. 08
2609,홍대 나인브릭 호텔,5,자주 오게 되는 곳이에요. 디럭스가 좋음ㅎ,2020. 11. 08,2020. 11. 08
2610,홍대 나인브릭 호텔,5,너무너무 좋았습니다! 서비스도 정말 좋았고 숙소 내 시설이나 상태가 좋아 다음에 또 방문할 예정입니다!,2020. 11. 08,2020. 11. 08
2611,홍대 나인브릭 호텔,5,역시 최고예요 :) 매번 가고 싶은 호텔입니다,2020. 11. 05,2020. 11. 05
2612,홍대 나인브릭 호텔,5,완전 만족스러웠습니다~~,2020. 11. 04,2020. 11. 04
2613,홍대 나인브릭 호텔,4,좋았습니다,2020. 11. 03,2020. 11. 03
2614,홍대 나인브릭 호텔,5,서비스도 좋고 청결해서 좋았어요~~,2020. 11. 01,2020. 11. 01
2615,홍대 나인브릭 호텔,5,깔끔하고 너무좋았어요. 다만 외부 소음이 좀있네요,2020. 11. 01,2020. 11. 01
2616,홍대 나인브릭 호텔,5,굿 여기 자주오게되네요,2020. 10. 31,2020. 10. 31
2617,홍대 나인브릭 호텔,5,깔끔하고 아주좋아요,2020. 10. 31,2020. 10. 31
2618,홍대 나인브릭 호텔,5,졸아요좧아여여여,2020. 10. 31,2020. 10. 31
2619,홍대 나인브릭 호텔,5,좋아요^^,2020. 10. 31,2020. 10. 31
