,hotel,star,review,date,date
429,라까사 호텔 광명,5,항성애용합ㄴ니다,2021. 12. 17,2021. 12. 17
430,라까사 호텔 광명,5,2번째 방문 더 넓은곳으로 가보고 더 좋았습니다,2021. 12. 13,2021. 12. 13
431,라까사 호텔 광명,5,또 이용할게요~~,2021. 12. 12,2021. 12. 12
432,라까사 호텔 광명,5,늘애용하는데조아요^^,2021. 12. 11,2021. 12. 11
433,라까사 호텔 광명,5,"깨끗하고 매우 편하게 쉬었습니다.
칭대도 편했습니다",2021. 12. 10,2021. 12. 10
434,라까사 호텔 광명,5,"비싸긴하지만 깔끔하고 숲뷰가 아니지만 높아서 창문뷰 좋았고 주변에 식당, 코스트코, 이케아 등등 구경할곳도 많고 좋았어요",2021. 11. 30,2021. 11. 30
435,라까사 호텔 광명,5,"깔끔한 호텔, 친절한 서비스, 편의성 모두 만족합니다.",2021. 11. 29,2021. 11. 29
436,라까사 호텔 광명,5,추천합니다,2021. 11. 26,2021. 11. 26
437,라까사 호텔 광명,4,좋았어요~ 특히 이케아라 가까운것도 좋고~ 구경갔다가 쉬기좋았구~ 근처 광명동굴구경갔다오기도 좋더라구요.,2021. 11. 25,2021. 11. 25
438,라까사 호텔 광명,5,깔끔하고 좋음.,2021. 11. 20,2021. 11. 20
439,라까사 호텔 광명,5,"위치 시설 모두 만족했어요 
주변에 먹거리가 많아서 더 좋았던거같아요",2021. 11. 16,2021. 11. 16
440,라까사 호텔 광명,5,가성비 갑이었어요!,2021. 11. 15,2021. 11. 15
441,라까사 호텔 광명,5,"편히 지내다 갑니다
아주만족했어요
이케아도 가깝고 너무좋습니다",2021. 11. 14,2021. 11. 14
442,라까사 호텔 광명,4,준수한 외관과 깔끔한 시설이 돋보이며 가성비가 좋습니다. 다만 작을지라도 스킨로션 어메니티가 없다는것은 미리 알고가야되는점입니다,2021. 11. 13,2021. 11. 13
443,라까사 호텔 광명,5,"깔끔하고 좋았어여 주차도 편했고
다음에 또 갈 예정입니다.",2021. 11. 13,2021. 11. 13
444,라까사 호텔 광명,5,늘 좋습니다,2021. 11. 12,2021. 11. 12
445,라까사 호텔 광명,5,볼일있어 갓다가~ 깨끗하고 편하게 잘 묵고왔어요!!,2021. 11. 10,2021. 11. 10
446,라까사 호텔 광명,5,처음가보았는데 방도아담하고깔끔하니 좋았습니다,2021. 11. 08,2021. 11. 08
447,라까사 호텔 광명,4,자주가는데 문이안열려고 고생했어용,2021. 11. 04,2021. 11. 04
448,라까사 호텔 광명,5,항상깨끗히니여,2021. 11. 03,2021. 11. 03
449,라까사 호텔 광명,5,"주변에 대형마트가 많아서 넘 좋아용
아침 한식이 맛나요",2021. 11. 02,2021. 11. 02
450,라까사 호텔 광명,5,향도 너무 좋고 방도 깨끗해서 너무좋았어요 조만간 또갈거에요,2021. 11. 02,2021. 11. 02
451,라까사 호텔 광명,5,위치가 좋고 직원분들이 친절해요.,2021. 10. 31,2021. 10. 31
452,라까사 호텔 광명,5,감사합니다,2021. 10. 31,2021. 10. 31
453,라까사 호텔 광명,5,힐링하고 왔어요.,2021. 10. 30,2021. 10. 30
454,라까사 호텔 광명,5,깔끔하고 너무 좋아용 쾌적하고 조용해서 편히 잘 쉬다가 왔습니다!!,2021. 10. 27,2021. 10. 27
455,라까사 호텔 광명,5,광명에 가게되면 항상 이용합니다. 청결하고 조용하고 아주 좋아요.,2021. 10. 25,2021. 10. 25
456,라까사 호텔 광명,5,잘쉬다갑니다,2021. 10. 25,2021. 10. 25
457,라까사 호텔 광명,5,"객실이 엄청 깔끔하고 예쁘고 직원분들이 엄청 친절하세요 
저녁 8시쯤부터 아주머니분들이 여행을 오셨는지 1시간 30분정도 얼마나 소리를 지르고 시끄럽게 떠드는지....
참다참다 직원분께 말씀드렸는데
바로 해결해주시고 응대를 너무 잘해주셔서 감동이였어요",2021. 10. 23,2021. 10. 23
458,라까사 호텔 광명,5,아주 깨끗하고 깔끔하고 좋아요,2021. 10. 23,2021. 10. 23
459,라까사 호텔 광명,5,이번에 티비가 반나절 안되서 좀불편했어요,2021. 10. 21,2021. 10. 21
460,라까사 호텔 광명,5,숙면을 취했어요.,2021. 10. 21,2021. 10. 21
461,라까사 호텔 광명,5,좋아요요요,2021. 10. 20,2021. 10. 20
462,라까사 호텔 광명,5,너무좋아요~~강추,2021. 10. 18,2021. 10. 18
463,라까사 호텔 광명,5,잘묵고갑니다,2021. 10. 16,2021. 10. 16
464,라까사 호텔 광명,5,깔끔합니다,2021. 10. 16,2021. 10. 16
465,라까사 호텔 광명,5,자주가요 좋아요 깨끗하고,2021. 10. 14,2021. 10. 14
466,라까사 호텔 광명,5,깨끗하고 좋아요,2021. 10. 11,2021. 10. 11
467,라까사 호텔 광명,5,깔끔하고 좋아요.,2021. 10. 10,2021. 10. 10
468,라까사 호텔 광명,5,정말 잘 쉬었어요,2021. 10. 04,2021. 10. 04
469,라까사 호텔 광명,5,"잘 쉬고, 놀고 왔습니다.",2021. 10. 04,2021. 10. 04
470,라까사 호텔 광명,5,괜잖습니다,2021. 10. 04,2021. 10. 04
471,라까사 호텔 광명,5,친절하고 깨끗하고 좋네요,2021. 10. 03,2021. 10. 03
472,라까사 호텔 광명,4,"깔끔했고 너무 좋았어요 
볼링장도 있고 시설은 최고였어요~!!
정말 편하게 잘 쉬다가요~
다만 직원분들이 아직 교육기간인지 숙지가 부족해보인거랑 문열어두니 다른 객실에서 담배 연기가 들어와서 아쉬웠어요ㅠㅠ더보기",2021. 10. 01,2021. 10. 01
473,라까사 호텔 광명,2,"리셉션 수준(잡담, 건성)이 호텔 격을 좌우한다는 것을 처음 깨달음. 침구류 무난하고 레스토랑 퀄리티도 쏘쏘. 광명역에 현재 유일하게 운영중인 호텔인데 가성비가 나쁘진 않음.",2021. 09. 26,2021. 09. 26
474,라까사 호텔 광명,4,좋았습니다요,2021. 09. 24,2021. 09. 24
475,라까사 호텔 광명,5,"숙소도 깨끗하고
잘 놀다 갑니다~~",2021. 09. 23,2021. 09. 23
476,라까사 호텔 광명,5,"산 전망, 아기자기한 인테리어, 맛있는 음식 등 정말 다채롭게 좋습니다!",2021. 09. 23,2021. 09. 23
477,라까사 호텔 광명,4,"깨끗하고 좋아요. 다만, 에어컨이 너무 약해요",2021. 09. 23,2021. 09. 23
478,라까사 호텔 광명,2,"객실은 미리 마운틴 뷰로 요청할 수 있다는 정보를 듣고 가서 제가 예상했던 객실 컨디션이었습니다. 화장실도 넓고 어메니티도 바디워시나 크림 다 향기가 좋았습니다. 저희가 2박을 했는데 다음날 객실 청소를 요청드리고 외츌하고 들어온 사이에  바닥에 침대 옆 협탁부터 옷장까지 뭔가 찐듯한 것이 묻어있었습니다. 물티슈로 한번으로는 안닦이더라두요. 차라리 청소 안받는 것이 나을뻔 했고, 마지막 날 조식을 먹을 때 직원이 2명이나 있고 손님이 5팀도 없었음에도 불구하고 자리 에스코트를 받지 못하였고 심지어 매뉴주문도 수분간 오시지 않았습니다. 심지어 제 동석자가 직원한테까지 가서 매뉴주문 해달라고 하였구요; 까사미아에서 만든 호텔이라고 해서 나름 기대를 하고 갔고, 저희가 묵었던 날 건물 외관을 보니 불켜진 곳이 많지 않아 공실률도 꽤 돼었던 걸로 짐작하는데 서비스는 객실이나 식당 전반적으로 되게 별로였습니다.더보기",2021. 09. 22,2021. 09. 22
479,라까사 호텔 광명,4,괜찮아요 ~,2021. 09. 21,2021. 09. 21
480,라까사 호텔 광명,2,다른 후기들처럼 청결도가 좀.... 머리카락 이곳저곳에 있었고 먼지도 많아요. 입구 센서등이 고장났는지 새벽에 계속 깜빡이고 벌레가 있는건지 밤에 사부작거리는 소리가 계속 나서 잠을 설쳤어요ㅠㅠ 가격대에 비해 모텔수준인거 같아요,2021. 09. 20,2021. 09. 20
481,라까사 호텔 광명,5,항상 잘 묵다가 갑니다,2021. 09. 20,2021. 09. 20
482,라까사 호텔 광명,5,광명에서 제일 좋은 호텔!,2021. 09. 20,2021. 09. 20
483,라까사 호텔 광명,5,잘 쉬고 갑니다,2021. 09. 19,2021. 09. 19
484,라까사 호텔 광명,5,네 좋슴니다,2021. 09. 18,2021. 09. 18
485,라까사 호텔 광명,3,"리셉션의 서비스와 친절도, 위치 접근성과 편의성 등은 무난한 편 입니다.
그러나 까사미아 브랜드에서 런칭한 것을 감안하면 아쉬운 부분도 여럿 보였습니다.",2021. 09. 18,2021. 09. 18
486,라까사 호텔 광명,5,"프론트 직원분들 친절한응대와 서비스에 감사드리며
숙소도 청결하고 너무 좋았습니다^^ 
앞으로도 변함없는 라까사였으면 좋겠네요~",2021. 09. 17,2021. 09. 17
487,라까사 호텔 광명,5,광명역 인근 출장시 이용하였고 깨끗한 시설에 조용합니다.,2021. 09. 09,2021. 09. 09
488,라까사 호텔 광명,5,쪼금 덥지만 그래도 항상 좋아요! 뷰 쨩,2021. 09. 07,2021. 09. 07
489,라까사 호텔 광명,3,"벌써3번째빙문인데 이번에도 과연아니겠지하는마음으로가ㅆ습니다 에어컨이 제어가안되 너무 덥고 창가쪽방은 그래도아직더운데 요청드려도 친절한답변뿐 나아지지않는온도 ㅠ
라까사갈때
늘 고민거리인데 역시이번에도 여서 너무 불편했습니다",2021. 09. 06,2021. 09. 06
490,라까사 호텔 광명,4,"스트레스가 있었는데 풀렸습니다
너무너무  친절하셨어요 
청결도는 다음번에는 살짝 말씀 드릴려구요",2021. 09. 02,2021. 09. 02
491,라까사 호텔 광명,5,네. 좋아요.....깨끗해요,2021. 09. 01,2021. 09. 01
492,라까사 호텔 광명,1,체크인후 바로 침대에 이물질이 있고 바로 재정비 부탁드렸습니다. 하우스키퍼분께서 청소하신방 다시 창소하게되어 불쾌하셨는지 계속 방금 치웠다고 불만스럽게 말을 하시고  결국 재정비해주긴하셨는데 여전히 침대에 머리카락이 있는걸로 봐서는 하우스키퍼분의 머리카락인거 같습니다. 욕실에도 머리카락이 있어서 재정비 부탁드린건데 이게 청소하신상태이면 눈에 보이는 부분만 대충 치운게 아닌가 생각됩니다. 호텔의 창결에대해서 신경쓰시는 분이라면 비추입니다. 마운틴뷰를 배정받았지만 사전에 고층을 부탁드리지 않아서 저층을 배정받았는데 마운틴뷰는 너무 기대하지 않는데 좋습니다. 방이 넓은건 장점이지만 침대가 개인적으로 불편하여 다음날 등이 너무 아팠습니다. 다른 호텔도 다양하게 이용해봤는데 하우스키퍼분의 응대와 침대의 불편함으로 상당히 안좋은 기억만 남은 숙박이라 재이용은 절대 안할거같습니다더보기,2021. 08. 30,2021. 08. 30
493,라까사 호텔 광명,5,친절하시고 깨끗해서 좋았습니다,2021. 08. 30,2021. 08. 30
494,라까사 호텔 광명,5,푹 쉬다가 가요.,2021. 08. 29,2021. 08. 29
495,라까사 호텔 광명,5,좋아요 굿국,2021. 08. 29,2021. 08. 29
496,라까사 호텔 광명,5,잘쉬다갔어요,2021. 08. 29,2021. 08. 29
497,라까사 호텔 광명,5,가성비 최고 호텔. 마운틴뷰 너무 예뻐요. 저녁식사도 라까사키친에서 했는데 너무 좋았습니다.,2021. 08. 28,2021. 08. 28
498,라까사 호텔 광명,5,좋아요 다음에 또 갈게요,2021. 08. 24,2021. 08. 24
499,라까사 호텔 광명,4,잘쉬다 갑니다,2021. 08. 23,2021. 08. 23
500,라까사 호텔 광명,5,늘이용하는곳이예요^^,2021. 08. 23,2021. 08. 23
501,라까사 호텔 광명,4,깔끔하고 쾌적합니다.,2021. 08. 20,2021. 08. 20
502,라까사 호텔 광명,5,너무 깔끔하고좋았습니다,2021. 08. 20,2021. 08. 20
503,라까사 호텔 광명,5,시실이 청결하고 좋았어요! 부대시설도 만족스럽습니다~,2021. 08. 16,2021. 08. 16
504,라까사 호텔 광명,5,숙소 내에 즐길거리가 많아서 좋았습니다,2021. 08. 16,2021. 08. 16
505,라까사 호텔 광명,5,편하게 쉬다갑니다!!,2021. 08. 15,2021. 08. 15
506,라까사 호텔 광명,4,청소가 조금 아쉬웠어요 !,2021. 08. 15,2021. 08. 15
507,라까사 호텔 광명,3,서비스 좋고 친절했는데 환기가 부족한 느낌이었습니다.,2021. 08. 13,2021. 08. 13
508,라까사 호텔 광명,5,넘 편안하게 잘 쉬다가요!,2021. 08. 13,2021. 08. 13
509,라까사 호텔 광명,4,"서울과 접근성 좋고 멀리 안가도 마운틴뷰를 근처에서 즐길수있는 메리트가 컸어요! 침구는 까사미아꺼라서 베개, 이불이 푹신하고 좋네요! 다만 통유리라 여름에는 덥다는점, 어매니티가 호텔치고 아쉬웠어요",2021. 08. 13,2021. 08. 13
510,라까사 호텔 광명,5,깔끔하고 좋았습니다.,2021. 08. 11,2021. 08. 11
511,라까사 호텔 광명,5,만족합니다,2021. 08. 11,2021. 08. 11
512,라까사 호텔 광명,5,깨끗하고 좋습니다.,2021. 08. 11,2021. 08. 11
513,라까사 호텔 광명,5,편하게 머물다가 갑니다.,2021. 08. 10,2021. 08. 10
514,라까사 호텔 광명,4,창문이 작은거빼곤  다좋아요,2021. 08. 09,2021. 08. 09
515,라까사 호텔 광명,5,편하게 잘쉬다가요~,2021. 08. 09,2021. 08. 09
516,라까사 호텔 광명,5,시설 깔끔하고 좋습니다,2021. 08. 09,2021. 08. 09
517,라까사 호텔 광명,5,화장실 쪽이 좀 밝아서 조금 거슬렸지만 위치도 좋고 좋아요!,2021. 08. 08,2021. 08. 08
518,라까사 호텔 광명,5,에어컨 걱정했는데 시원한 편이었어요! 넷플릭스도 빌려서 잘 보았습니다 ㅎㅎ,2021. 08. 08,2021. 08. 08
519,라까사 호텔 광명,5,"너무 잘 쉬다왔어용!!!
방 컨디션 너무 좋고ㅠㅠ
다만 단점이 잇다면 샤워실 물이 잘안빠진다는거..?
그래도 좋앗어용ㅎㅎ",2021. 08. 06,2021. 08. 06
520,라까사 호텔 광명,5,"접근성도 위생,청결,서비스 다 좋아요.
청소도 센스있게 해주셔서 정말 좋았어요~
여름이라 하수구에서 냄새가 조금 나는거 같긴한데
크게 흠잡을만하진 않고 좋습니다.",2021. 08. 04,2021. 08. 04
521,라까사 호텔 광명,5,복도 소리가 다 들리는거 빼고는 만족합니당!,2021. 08. 03,2021. 08. 03
522,라까사 호텔 광명,5,좋았습니다,2021. 08. 03,2021. 08. 03
523,라까사 호텔 광명,5,좋았어요깔큼합니다,2021. 08. 02,2021. 08. 02
524,라까사 호텔 광명,5,"객실도 너무 시원했고, 위치가 너무 좋았어요! 이케아도 롯데몰도 코스트코도 걸어서 가까웠습니다. 객실도 너무 깔끔했어요~ 아쉬운건 많은 객실수에비해 엘리베이터가 2개뿐이고 스마트시스템이아니라 기다리는데 좀 힘들었어용😭😭 그래도 다음에 재방문의사 매우 있습니다 ! 편히 쉬고 놀고 먹고 갑니당ㅎㅎ",2021. 08. 01,2021. 08. 01
525,라까사 호텔 광명,3,에어컨이 잘안되어서 너무 더웠습니다.. 27도에서 안내려가더라구요 그래서 결국 룸체인지 받았어요ㅠ 그래도 위치가 좋아서 잘 이용했습니다,2021. 07. 31,2021. 07. 31
526,라까사 호텔 광명,3,에어컨이 잘 안되어서 너무 더웠습니다.. 27도에서 안내려가더라구요 그래서 결국 룸체인지 받았어요ㅠ 그래도 위치가 좋아서 잘 이용했습니다,2021. 07. 31,2021. 07. 31
527,라까사 호텔 광명,5,편하게 쉬다 갑니다!,2021. 07. 29,2021. 07. 29
528,라까사 호텔 광명,5,조아요~~~,2021. 07. 28,2021. 07. 28
529,라까사 호텔 광명,5,언제나 좋아요,2021. 07. 28,2021. 07. 28
530,라까사 호텔 광명,5,늘 이용하는곳,2021. 07. 28,2021. 07. 28
531,라까사 호텔 광명,5,잘쉬다갑니다,2021. 07. 26,2021. 07. 26
532,라까사 호텔 광명,5,역이랑 터미널 근처라 대중교통도 편리하고 찾기도 쉽고요 저희쪽에서 정말 가까워 가는데 어려움이 없었어요 코로나라서 좀 걱정했는데 그런 생각 안들게 온도체크 꼭 하시고 방역에도 신경쓰시는것 같더라고요 내부가 완전 깔끔하고 깨끗하고 로비가 7층이라 신기했어요ㅎ 그리고 조식도 먹었는데 뷔페식이 아닌 한식 양식 선택이라 더 좋았던것 같아요 음식맛도 두개다 훌륭했어요 마지막 무료 커피까지..ㅎㅎ기분좋게 배불리먹고 왔던 기억이 나네요~직원들도 전부 친절하시고요 조용한 분위기가 더 좋았던것 같아요~특가할인으로 여유시간 좀더 있었지만 다른곳으로 이동해야해서 아쉽게 일찍 왔네요 객실안도 아주 깨끗하고 특히 메트리스랑 베게가 적당히 푹신해서 너무 좋았어요 잠이 정말 잘왔는데 에어컨 설정을 잘몰라 계속 자동으로 켜졌다 꺼졌다 반복하는거 같은데 너무 추워서 ..밤에 이불을 뒤집어 쓰고 잤어용 호텔중에 정말 괜찮았던 곳이에요 이쪽갈일 생기면 또 묵고싶을만큼 만족스러웠습니다^^더보기,2021. 07. 26,2021. 07. 26
533,라까사 호텔 광명,5,편하게 쉬다가 갑니다~,2021. 07. 25,2021. 07. 25
534,라까사 호텔 광명,5,"그 전타임 사람이 좀 불친절해서 불쾌했는데
다음으로 오신 신태주매니저님 감사합니다
너무 친절해서 불쾌함이 사라졌어요 덕분에 좋은공간에서 행복한시간 보냈습니다",2021. 07. 24,2021. 07. 24
535,라까사 호텔 광명,5,생각보다 넓고 깨끗해요 침구가 너무 푹신해서 좋았구 다만 통창이다 보니 너무 더워서 커튼 치고 계속 에어컨 틀고있었어요 ㅠㅠ,2021. 07. 23,2021. 07. 23
536,라까사 호텔 광명,5,깨끗하구 좋앗어여 추천,2021. 07. 23,2021. 07. 23
537,라까사 호텔 광명,5,편희 쉬다가요~~,2021. 07. 21,2021. 07. 21
538,라까사 호텔 광명,5,너무누무좋아여용,2021. 07. 19,2021. 07. 19
539,라까사 호텔 광명,5,편하게 지내고 가요,2021. 07. 18,2021. 07. 18
540,라까사 호텔 광명,5,잘휘다갑니당,2021. 07. 16,2021. 07. 16
541,라까사 호텔 광명,5,좋았어요 짱짱,2021. 07. 15,2021. 07. 15
542,라까사 호텔 광명,5,좋았습니다~,2021. 07. 15,2021. 07. 15
543,라까사 호텔 광명,5,편하게 쉬다갑니다~,2021. 07. 15,2021. 07. 15
544,라까사 호텔 광명,2,"직원분들도 다 친절하셨고 객실도 깨끗한 편이었고 위치도 좋았는데.
상상이상으로 더워요. 에어컨이 작동되는게 맞나싶은정도예요. 뷰 좋다하는데 커텐 아예 못열었어요. 커텐 열면 더 더워요. 더워죽어요. 
들어가자마자 현재온도 28.5도였는데 밤 8시까지 계속 28.5도예요. 다신 안갈것같아요..",2021. 07. 13,2021. 07. 13
545,라까사 호텔 광명,5,다 좋았어요!,2021. 07. 12,2021. 07. 12
546,라까사 호텔 광명,4,방음 빼고는 만족입니다!,2021. 07. 11,2021. 07. 11
547,라까사 호텔 광명,4,"매번이용하지만, 이번에 이용한 14층 먼지가 너무 많고 많이 날려서 목이 너무 아파요ㅜㅜ",2021. 07. 11,2021. 07. 11
548,라까사 호텔 광명,5,"방도 너무 예쁘고 깔끔했고, 생각보다 넓었어요! 특히 매트리스가 너무 편해서 완전 숙면 !! 하루 호캉스 하기에 제격이었습니다 :)",2021. 07. 09,2021. 07. 09
549,라까사 호텔 광명,5,깔끔해서 좋아요~,2021. 07. 09,2021. 07. 09
550,라까사 호텔 광명,5,편희쉬다가 갑니다!,2021. 07. 09,2021. 07. 09
551,라까사 호텔 광명,5,깨끗하고 친절해서 좋았어요,2021. 07. 05,2021. 07. 05
552,라까사 호텔 광명,5,항상 편한하게 이용합니다,2021. 07. 04,2021. 07. 04
553,라까사 호텔 광명,5,잘 쉬다가 갑니다,2021. 07. 03,2021. 07. 03
554,라까사 호텔 광명,5,편하게 쉬다갑니다~,2021. 06. 30,2021. 06. 30
555,라까사 호텔 광명,5,"객실이 생각보다 더 깨끗하고 좋았어요-!
프론트 직원분들도 엄청 친절하세요-! 프론트에서 넷플릭스 대여 가능하고요-! 
근처에 먹을만한곳도 많고 편의점도 길 건너에 바로 있어요-! 주변도 참 조용합니다.
지하 1층 볼링장이 이용했는데 시설이 굉장히 깨끗하고 좋습니다-! 볼링 좋아하시는 분들은 꼭 이용해보세요 가격도 괜찮습니다!더보기",2021. 06. 29,2021. 06. 29
556,라까사 호텔 광명,3,"체크아웃이후 레스토랑에서 그전까지 좋았던 기분 다 망쳤네요 뭔가 어수선한 분위기에 주문한 음식은 다른 테이블(바로 옆)으로 가서 한참을 기다리게하고 제대로 된 사과나 서비스도 없고 ...
레스토랑에서에  점심은 이번 여행의 최악에 옥의티 였습니다. ㅡㆍㅡ",2021. 06. 28,2021. 06. 28
557,라까사 호텔 광명,5,매번 이용하고있어요 단점이 있다면 먼지가 좀 쌓인거..,2021. 06. 28,2021. 06. 28
558,라까사 호텔 광명,5,시설 좋습니다 잘쉬다가요!,2021. 06. 28,2021. 06. 28
559,라까사 호텔 광명,5,짱좋아요  뷰도 좋고 조식도 맛있습니다,2021. 06. 27,2021. 06. 27
560,라까사 호텔 광명,5,시설좋아요 잘쉬었습니다!,2021. 06. 25,2021. 06. 25
561,라까사 호텔 광명,4,깨끗하고 좋아요,2021. 06. 24,2021. 06. 24
562,라까사 호텔 광명,5,시설 깔끔하고 좋아요 잘쉬다가 갑니다~,2021. 06. 23,2021. 06. 23
563,라까사 호텔 광명,5,깨끗하고 자주이용해요,2021. 06. 21,2021. 06. 21
564,라까사 호텔 광명,5,시설 깔끔하고 좋습니다 푹쉬다갑니다~,2021. 06. 20,2021. 06. 20
565,라까사 호텔 광명,5,시설 깔끔하고 좋습니다 푹쉬다갑니다~,2021. 06. 20,2021. 06. 20
566,라까사 호텔 광명,5,시설 깔끔하고 좋습니다 푹쉬다갑니다~!,2021. 06. 20,2021. 06. 20
567,라까사 호텔 광명,5,시설 깔끔하고 좋습니다 푹쉬다갑니다~!,2021. 06. 20,2021. 06. 20
568,라까사 호텔 광명,5,꿀잠잤어요ㅋㅋㅋ,2021. 06. 18,2021. 06. 18
569,라까사 호텔 광명,3,"좁아요
깨끗하긴한데
에어컨도 잘안나오구",2021. 06. 17,2021. 06. 17
570,라까사 호텔 광명,5,괜찮았어요.,2021. 06. 15,2021. 06. 15
571,라까사 호텔 광명,5,시설좋아요 푹쉽니다,2021. 06. 15,2021. 06. 15
572,라까사 호텔 광명,5,최고입니다,2021. 06. 14,2021. 06. 14
573,라까사 호텔 광명,5,덕분에 편하게 잘쉬었어요.,2021. 06. 14,2021. 06. 14
574,라까사 호텔 광명,4,깔끔하고 좋았습니다,2021. 06. 12,2021. 06. 12
575,라까사 호텔 광명,5,항상 만족하고 갑니다,2021. 06. 11,2021. 06. 11
576,라까사 호텔 광명,5,꿀잠잤어용,2021. 06. 10,2021. 06. 10
577,라까사 호텔 광명,5,푹쉬었어용,2021. 06. 10,2021. 06. 10
578,라까사 호텔 광명,2,"생각보다 별로에요
저렴한 기본스텐다드라서 그럴수도 있어요",2021. 06. 09,2021. 06. 09
579,라까사 호텔 광명,5,깨끗하고좋아요,2021. 06. 08,2021. 06. 08
580,라까사 호텔 광명,4,"자주 이용하는 곳
가격이 비싸긴 한데 그럴만한 곳인지는 잘 모르겠음",2021. 06. 07,2021. 06. 07
581,라까사 호텔 광명,5,이쁘고 편하고 좋아용 뷰대박좋아요!,2021. 06. 06,2021. 06. 06
582,라까사 호텔 광명,5,광명에서 제일 젛은거같아요,2021. 06. 03,2021. 06. 03
583,라까사 호텔 광명,4,깨끗해요^^^,2021. 06. 03,2021. 06. 03
584,라까사 호텔 광명,4,늘  만족^,2021. 06. 03,2021. 06. 03
585,라까사 호텔 광명,5,늘 만족합니다,2021. 06. 03,2021. 06. 03
586,라까사 호텔 광명,5,광명갈땟아다 이용하는 호텔입니다,2021. 06. 02,2021. 06. 02
587,라까사 호텔 광명,5,조아요~~~~~,2021. 06. 02,2021. 06. 02
588,라까사 호텔 광명,4,쾌적하고 편안했습니다,2021. 06. 01,2021. 06. 01
589,라까사 호텔 광명,5,너무 좋아요 가구감성 침구느낌,2021. 06. 01,2021. 06. 01
590,라까사 호텔 광명,5,푹 쉬다가 가요~,2021. 06. 01,2021. 06. 01
591,라까사 호텔 광명,4,접근성 최소,2021. 05. 31,2021. 05. 31
592,라까사 호텔 광명,5,시설도 깔끔하고 뷰도 최고입니다. 위치도 광명역이랑 가까워서 좋네요~,2021. 05. 30,2021. 05. 30
593,라까사 호텔 광명,5,좋아요~~,2021. 05. 30,2021. 05. 30
594,라까사 호텔 광명,5,좋아요굿굿,2021. 05. 30,2021. 05. 30
595,라까사 호텔 광명,5,깨끗하고 주위 시설이 좋았어요,2021. 05. 28,2021. 05. 28
596,라까사 호텔 광명,5,"재방문 의사 100, 비싸지만 돈값함",2021. 05. 27,2021. 05. 27
597,라까사 호텔 광명,5,좋았어요 깨끗해요,2021. 05. 27,2021. 05. 27
598,라까사 호텔 광명,5,"시설 편의 청결 다좋았어요
주차도 이번에는 쉬웠구요
다만 직원 분들끼리 다툼..이였나?살짝 언성이 오가던데...",2021. 05. 26,2021. 05. 26
599,라까사 호텔 광명,5,깨끗하고 너무 맘에들엇어요,2021. 05. 25,2021. 05. 25
600,라까사 호텔 광명,5,잘이용했어요,2021. 05. 25,2021. 05. 25
601,라까사 호텔 광명,4,좋았어요오오오,2021. 05. 23,2021. 05. 23
602,라까사 호텔 광명,5,좋았습니다! 최고용,2021. 05. 23,2021. 05. 23
603,라까사 호텔 광명,5,너무너무 깨끗하고 또 방문하고 싶어요!!^^,2021. 05. 22,2021. 05. 22
604,라까사 호텔 광명,4,다시갈만해요,2021. 05. 22,2021. 05. 22
605,라까사 호텔 광명,5,깨끗하고좋음비쌈,2021. 05. 21,2021. 05. 21
606,라까사 호텔 광명,5,매번 너무 잘지내고 갑니다,2021. 05. 18,2021. 05. 18
607,라까사 호텔 광명,5,푹쉬다가 왔어요^^ 주변이 상권이 꽤 있는데도 불구하고 조용해서 좋았어요.,2021. 05. 17,2021. 05. 17
608,라까사 호텔 광명,4,가성비 갑,2021. 05. 15,2021. 05. 15
609,라까사 호텔 광명,5,좋아요역시,2021. 05. 14,2021. 05. 14
610,라까사 호텔 광명,5,좋아요~~,2021. 05. 14,2021. 05. 14
611,라까사 호텔 광명,5,깔끔한 시설에 위치도 좋고 전망도 좋습니다.,2021. 05. 14,2021. 05. 14
612,라까사 호텔 광명,4,광명역근처출장가면 이곳을 이용하는데 깔끔합니다. 2번째이용,2021. 05. 14,2021. 05. 14
613,라까사 호텔 광명,4,아주 좋았습니다.,2021. 05. 13,2021. 05. 13
614,라까사 호텔 광명,5,아주 좋았습니다.,2021. 05. 13,2021. 05. 13
615,라까사 호텔 광명,5,깨끗하고친절하고 이케아가코앞이에요,2021. 05. 11,2021. 05. 11
616,라까사 호텔 광명,5,재방문 의사 100프로 있습니다.,2021. 05. 10,2021. 05. 10
617,라까사 호텔 광명,5,최고 잘쉬다갑니다,2021. 05. 10,2021. 05. 10
618,라까사 호텔 광명,4,"깔끔함 외부 교통으로인한 소음이 좀 있음,  광명역 에서 가까있는게 큰장점",2021. 05. 09,2021. 05. 09
619,라까사 호텔 광명,5,굿굿 아주좋아오!,2021. 05. 09,2021. 05. 09
620,라까사 호텔 광명,5,아주 만족합니다,2021. 05. 07,2021. 05. 07
621,라까사 호텔 광명,5,"깨큿하고 좋아요
만족합니다",2021. 05. 07,2021. 05. 07
622,라까사 호텔 광명,5,좋아요 ㅎㅎ,2021. 05. 07,2021. 05. 07
623,라까사 호텔 광명,5,"좋았어요
룸 컨디션도 좋고 로비 직원분도 매우 친절하세요
창문이 열려서 답답한 느낌이 없었어요!
다음에 광명갈 일 있으면 또 갈거 같아요~!",2021. 05. 03,2021. 05. 03
624,라까사 호텔 광명,5,남자 직원 정말 불친절해요. 말도 못알아듣고,2021. 05. 02,2021. 05. 02
